Item,Index,Rec.Date,Vender,Plant,Receiving No.,PR No.,PO No.,Request No.,User Name,Dept.,Inv. No.,SP/HM No.,S/N No.,Inv. Date,PR type,Part type,Description,Quantity, Amount ,Remark
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509008,8101249256,23-Sep-25,Spare part,RAM,RAM DDR4(3200) 8GB BLACKBERRY MAXIMUS,1, 600.00 ,IT25110846 
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509009,8101249264,23-Sep-25,Spare part,RAM,RAM DDR4(3200) 8GB BLACKBERRY MAXIMUS,1, 600.00 ,IT25120361 
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509010,3201250356,23-Sep-25,Spare part,RAM,RAM DDR4(3200) 8GB BLACKBERRY MAXIMUS,1, 600.00 ,IT25110717 
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509011,8101249265,23-Sep-25,Spare part,RAM,RAM DDR4(3200) 8GB BLACKBERRY MAXIMUS,1, 600.00 ,IT25110846 
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509012,3201250354,23-Sep-25,Spare part,RAM,RAM DDR4(3200) 8GB BLACKBERRY MAXIMUS,1, 600.00 ,IT25120361 
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509013,3201250351,23-Sep-25,Spare part,RAM,RAM DDR4(3200) 8GB BLACKBERRY MAXIMUS,1, 600.00 ,IT25110590
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509014,3201250349,23-Sep-25,Spare part,RAM,RAM DDR4(3200) 8GB BLACKBERRY MAXIMUS,1, 600.00 ,IT25110717 
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509015,8101249257,23-Sep-25,Spare part,RAM,RAM DDR4(3200) 8GB BLACKBERRY MAXIMUS,1, 600.00 ,
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509016,3201250355,23-Sep-25,Spare part,RAM,RAM DDR4(3200) 8GB BLACKBERRY MAXIMUS,1, 600.00 ,
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509017,8101249259,23-Sep-25,Spare part,RAM,RAM DDR4(3200) 8GB BLACKBERRY MAXIMUS,1, 600.00 ,
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509018,8101249262,23-Sep-25,Spare part,RAM,RAM DDR4(3200) 8GB BLACKBERRY MAXIMUS,1, 600.00 ,
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509019,8101249261,23-Sep-25,Spare part,RAM,RAM DDR4(3200) 8GB BLACKBERRY MAXIMUS,1, 600.00 ,
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509020,30136676131,23-Sep-25,Spare part,RAM,RAM NB DDR4(3200) 8GB HIKVISION (HKED4082CAB1G4ZB1),1, 600.00 ,
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509021,30136676137,23-Sep-25,Spare part,RAM,RAM NB DDR4(3200) 8GB HIKVISION (HKED4082CAB1G4ZB1),1, 600.00 ,IT25110636
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509022,30136676116,23-Sep-25,Spare part,RAM,RAM NB DDR4(3200) 8GB HIKVISION (HKED4082CAB1G4ZB1),1, 600.00 ,
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509023,30136676133,23-Sep-25,Spare part,RAM,RAM NB DDR4(3200) 8GB HIKVISION (HKED4082CAB1G4ZB1),1, 600.00 ,IT25101004 
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509024,30136676132,23-Sep-25,Spare part,RAM,RAM NB DDR4(3200) 8GB HIKVISION (HKED4082CAB1G4ZB1),1, 600.00 ,IT25101120
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509025,30136676126,23-Sep-25,Spare part,RAM,RAM NB DDR4(3200) 8GB HIKVISION (HKED4082CAB1G4ZB1),1, 600.00 ,IT25110057 
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509026,30136676123,23-Sep-25,Spare part,RAM,RAM NB DDR4(3200) 8GB HIKVISION (HKED4082CAB1G4ZB1),1, 600.00 ,IT25110105
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509027,30136676136,23-Sep-25,Spare part,RAM,RAM NB DDR4(3200) 8GB HIKVISION (HKED4082CAB1G4ZB1),1, 600.00 ,IT25120550
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509028,30136676120,23-Sep-25,Spare part,RAM,RAM NB DDR4(3200) 8GB HIKVISION (HKED4082CAB1G4ZB1),1, 600.00 ,IT26010382
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509029,30136676134,23-Sep-25,Spare part,RAM,RAM NB DDR4(3200) 8GB HIKVISION (HKED4082CAB1G4ZB1),1, 600.00 ,IT25110826 
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509030,30136676117,23-Sep-25,Spare part,RAM,RAM NB DDR4(3200) 8GB HIKVISION (HKED4082CAB1G4ZB1),1, 600.00 ,IT26010393
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509031,30136676119,23-Sep-25,Spare part,RAM,RAM NB DDR4(3200) 8GB HIKVISION (HKED4082CAB1G4ZB1),1, 600.00 ,IT25090816
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509032,30136676122,23-Sep-25,Spare part,RAM,RAM NB DDR4(3200) 8GB HIKVISION (HKED4082CAB1G4ZB1),1, 600.00 ,IT25110459 
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509033,30136676130,23-Sep-25,Spare part,RAM,RAM NB DDR4(3200) 8GB HIKVISION (HKED4082CAB1G4ZB1),1, 600.00 ,IT25110640
220,INV250220,23-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090279,PR25090328,2310010024,,WATCHARAPONG W.,IT,IV68092303,SP2509034,30136676129,23-Sep-25,Spare part,RAM,RAM NB DDR4(3200) 8GB HIKVISION (HKED4082CAB1G4ZB1),1, 600.00 ,IT25110640
221,INV250221,24-Sep-25,"National Telecom Public Co.,Ltd.",LPN1,,PR25040460,2310007730,IT25050165,WARUT M.,IT,362743757,,,7-Sep-25,Network,Internet fee,Dark Core Fiber optic rental for LPN1-LPN2 Link (ID:3130000961),1," 30,000.00 ",P4/P8
222,INV250222,26-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090333,PR25090360,2310010084,IT25090450,CHANACHAI H.,OP4,IV68092601,HM23293,T8NXCV16H369358,26-Sep-25,Asset,Laptop,Notebook Asus ASU-NX0881-M022S0,1," 13,900.00 ",HCOOP43214
222,INV250222,26-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090333,PR25090360,2310010084,IT25090450,CHANACHAI H.,OP4,IV68092601,,3101244946,26-Sep-25,Asset,RAM,RAM NB DDR5(5600) 8GB ADATA (AD5S56008G-S),1," 1,100.00 ",
222,INV250222,26-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090333,PR25090360,2310010084,IT25090546,BENYAPA P.,HRD,IV68092601,HM23294,T8NXCV16H366353,26-Sep-25,Asset,Laptop,Notebook Asus ASU-NX0881-M022S0,1," 13,900.00 ",HCOHRD3215
222,INV250222,26-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,P25090333,PR25090360,2310010084,IT25090546,BENYAPA P.,HRD,IV68092601,,3101244945,26-Sep-25,Asset,RAM,RAM NB DDR5(5600) 8GB ADATA (AD5S56008G-S),1," 1,100.00 ",
223,INV250223,26-Sep-25,"Z-PLUS CO.,LTD.",LPN1,,PR24120250,2310005725,IT24120508,WARUT M.,IT,M25/064,,,23-Sep-25,MA System,MA System,Monthly System Maintenance for LPN1 (Start 01/Jan/2025 - 31/Dec/2025),1," 10,000.00 ",P9
224,INV250224,26-Sep-25,"Z-PLUS CO.,LTD.",LPN2,,PR24120252,2310005726,IT24120508,WARUT M.,ITS,M25/065,,,23-Sep-25,MA System,MA System,Monthly System Maintenance for LPN2 (Start 01/Jan/2025 - 31/Dec/2025),1," 10,000.00 ",P9
225,INV250225,30-Sep-25,"Wise solution and consulting co.,ltd.",LPN2,P25090387,PR25090423,2310010109,IT25090576,KITTIMA P.,PLN2,IV68093002,HM23296,T8NXCV16H362356,30-Sep-25,Asset,Laptop,Notebook Asus ASU-NX0881-M022S0,1," 13,900.00 ",HCOPLN2S3216
225,INV250225,30-Sep-25,"Wise solution and consulting co.,ltd.",LPN2,P25090387,PR25090423,2310010109,IT25090576,KITTIMA P.,PLN2,IV68093002,,,30-Sep-25,Asset,RAM,RAM NB DDR5(5600) 8GB ADATA (AD5S56008G-S),1," 1,100.00 ",
226,INV250226,30-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,,PR25090434,2310010127,IT25090593,MANANYA P.,PLN1,IV68093004,HM23297,T8NXCV16H370357,30-Sep-25,Asset,Laptop,Notebook Asus ASU-NX0881-M022S0,1," 13,900.00 ",HCOPLN13217
226,INV250226,30-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,,PR25090434,2310010127,IT25090593,MANANYA P.,PLN1,IV68093004,,8801251149,30-Sep-25,Asset,RAM,RAM NB DDR5(5600) 8GB ADATA (AD5S56008G-S),1," 1,100.00 ",
226,INV250226,30-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,,PR25090434,2310010127,IT25090632,KANDARIN I.,PLN1,IV68093004,HM23298,T8NXCV16H34435A,30-Sep-25,Asset,Laptop,Notebook Asus ASU-NX0881-M022S0,1," 13,900.00 ",HCOPLN13218
226,INV250226,30-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,,PR25090434,2310010127,IT25090632,KANDARIN I.,PLN1,IV68093004,,,30-Sep-25,Asset,RAM,RAM NB DDR5(5600) 8GB ADATA (AD5S56008G-S),1," 1,100.00 ",
227,INV250227,30-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,,PR25090459,2310010132,IT25090688,KANJANA J.,HRD,IV68093005,HM23299,T8NXCV16H360035G,30-Sep-25,Asset,Laptop,Notebook Asus ASU-NX0881-M022S0,1," 13,900.00 ",HCOHRD3219
227,INV250227,30-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,,PR25090459,2310010132,IT25090688,KANJANA J.,HRD,IV68093005,,3101244942,30-Sep-25,Asset,RAM,RAM NB DDR5(5600) 8GB ADATA (AD5S56008G-S),1," 1,100.00 ",
228,INV250228,30-Sep-25,"Wise solution and consulting co.,ltd.",LPN2,P25090387,PR25090466,2310010149,IT25090677,PHIMPHAN M.,BSD2,IV68093001,HM23295,1H85270KDB,30-Sep-25,Asset,Laptop,Notebook HP ProBook 460 G11 (A4MP0PT#AKL),1," 25,300.00 ",HCOBSD23220
229,INV250229,30-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,,PR25090457,2310010131,,CHAYUTTRA N.,IT,IV68093003,,,30-Sep-25,Spare part,Flash drive,F/D. 128GB SANDISK (SDCZ410) ULTRA SHIFT 'USB 3.2',1, 280.00 ,LPN2
229,INV250229,30-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,,PR25090457,2310010131,,CHAYUTTRA N.,IT,IV68093003,,,30-Sep-25,Spare part,Flash drive,F/D. 128GB SANDISK (SDCZ410) ULTRA SHIFT 'USB 3.2',1, 280.00 ,LPN2
229,INV250229,30-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,,PR25090457,2310010131,,CHAYUTTRA N.,IT,IV68093003,,,30-Sep-25,Spare part,Flash drive,F/D. 128GB SANDISK (SDCZ410) ULTRA SHIFT 'USB 3.2',1, 280.00 ,
229,INV250229,30-Sep-25,"Wise solution and consulting co.,ltd.",LPN1,,PR25090457,2310010131,,CHAYUTTRA N.,IT,IV68093003,,,30-Sep-25,Spare part,Flash drive,F/D. 128GB SANDISK (SDCZ410) ULTRA SHIFT 'USB 3.2',1, 280.00 ,
230,INV250230,30-Sep-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25090391,PR25090422,2310010107,IT25090340,WOOTHIPORN S.,OP2S,IV016809/0100,,,30-Sep-25,Spare part,Adapter,Adaptor 65w Pin+สายไฟ,1," 1,500.00 ",
231,INV250231,6-Oct-25,RICOH (THAILAND) LTD.,LPN1,,PR25100087,2310010329,IT25100433,SUPASSORN R.,IT,10954176,,,26-Sep-25,Printer Rent,RICOH,Hana printing charge of Sep 2025 at LPN1.,1," 21,629.38 ",
232,INV250232,6-Oct-25,RICOH (THAILAND) LTD.,LPN2,,PR25100089,2310010316,IT25100433,SUPASSORN R.,ITS,10954177,,,26-Sep-25,Printer Rent,RICOH,Hana printing charge of Sep 2025 at LPN2.,1," 4,305.18 ",
233,INV250233,9-Oct-25,CHIANGMAI SUPPAWAT ELECTRONIC,LPN1,P25100118,PR25090478,2310010137,,WATCHARAPONG W.,IT,IV004/0631,,,6-Oct-25,Spare part,LAN Cable,CAT5E UTP Cable (305m/Box) LINK(US-9015LSZH),5," 13,390.00 ",
233,INV250233,9-Oct-25,CHIANGMAI SUPPAWAT ELECTRONIC,LPN1,P25100118,PR25090478,2310010137,,WATCHARAPONG W.,IT,IV004/0631,,,6-Oct-25,Spare part,LAN Cable,CAT6 UTP Cable (305m/Box) LINK(US-9116LSZH),3," 10,206.00 ",
234,INV250234,9-Oct-25,Aware Corporation Limited.,LPN1,P25090097,PR25010496,2310006355,IT25010974,WARUT M.,IT,AIV20252875,,,1-Oct-25,MA Software,License,AWS HANA Web Application Firewall (WAF) Project (LPN1) Hana Lpn 557,1," 12,500.00 ",P7/Oct
235,INV250235,9-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100219,PR25090522,2310010241,IT25090771,PATTRA P.,HRD,IV68100904,HM23304,T8NXCV16H34535G,9-Oct-25,Asset,Laptop,Notebook Asus ASU-NX0881-M022S0,1," 13,900.00 ",HCOHRD3223
235,INV250235,9-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100219,PR25090522,2310010241,IT25090771,PATTRA P.,HRD,IV68100904,,8801251148,9-Oct-25,Asset,RAM,RAM NB DDR5(5600) 8GB ADATA (AD5S56008G-S),1," 1,100.00 ",
235,INV250235,9-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100219,PR25090522,2310010241,IT25090771,PATTRA P.,HRD,IV68100904,SP2510003,,9-Oct-25,Asset,Mouse,USB Wired Mouse,1, -   ,
235,INV250235,9-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100219,PR25090522,2310010241,IT25090771,WARUNEE K.,HRD,IV68100904,HM23305,T8NXCV16H349358,9-Oct-25,Asset,Laptop,Notebook Asus ASU-NX0881-M022S0,1," 13,900.00 ",HCOHRD3224
235,INV250235,9-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100219,PR25090522,2310010241,IT25090771,WARUNEE K.,HRD,IV68100904,,650120116,9-Oct-25,Asset,RAM,RAM NB DDR5(5600) 8GB ADATA (AD5S56008G-S),1," 1,100.00 ",
235,INV250235,9-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100219,PR25090522,2310010241,IT25090771,WARUNEE K.,HRD,IV68100904,SP2510001,,9-Oct-25,Asset,Mouse,USB Wired Mouse,1, -   ,
236,INV250236,9-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100218,PR25100006,2310010250,IT25090768,JAKGRIT S.,FAC,IV68100905,HM23306,T8NXCV16H35035G,9-Oct-25,Asset,Laptop,Notebook Asus ASU-NX0881-M022S0,1," 13,900.00 ",HCOFAC3225
236,INV250236,9-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100218,PR25100006,2310010250,IT25090768,JAKGRIT S.,FAC,IV68100905,,8801251146,9-Oct-25,Asset,RAM,RAM NB DDR5(5600) 8GB ADATA (AD5S56008G-S),1," 1,100.00 ",
236,INV250236,9-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100218,PR25100006,2310010250,IT25090768,JAKGRIT S.,FAC,IV68100905,SP2510002,,9-Oct-25,Asset,Mouse,USB Wired Mouse,1, -   ,
237,INV250237,10-Oct-25,"NAKORNPING C & C CO.,LTD",LPN2,P25100235,PR25100013,2310010248,IT25090960,SARAYUT P.,OP2S,26654,SPS2510002,,10-Oct-25,Spare part,Adapter,"Acer TMP215-53G-5698 ,S/N : NXVPXST00R23600FD47600",1," 1,200.00 ",
238,INV250238,15-Oct-25,"National Telecom Public Co.,Ltd.",LPN1,,PR25040460,2310007730,IT25050165,WARUT M.,IT,363782275,,,6-Oct-25,Network,Internet fee,Dark Core Fiber optic rental for LPN1-LPN2 Link (ID:3130000961),1," 30,000.00 ",P5/P8
239,INV250239,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100322,PR25100123,2310010350,,WATCHARAPONG W.,IT,IV68101504,SP2510005,2531APQ0UV99,15-Oct-25,Spare part,Mouse,MOUSE LOGITECH M100R BLACK,1, 158.00 ,
239,INV250239,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100322,PR25100123,2310010350,,WATCHARAPONG W.,IT,IV68101504,SP2510006,2531APE0UUY9,15-Oct-25,Spare part,Mouse,MOUSE LOGITECH M100R BLACK,1, 158.00 ,
239,INV250239,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100322,PR25100123,2310010350,,WATCHARAPONG W.,IT,IV68101504,SP2510007,2531APZ0UX19,15-Oct-25,Spare part,Mouse,MOUSE LOGITECH M100R BLACK,1, 158.00 ,
239,INV250239,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100322,PR25100123,2310010350,,WATCHARAPONG W.,IT,IV68101504,SP2510008,2531APQ0UXA9,15-Oct-25,Spare part,Mouse,MOUSE LOGITECH M100R BLACK,1, 158.00 ,
239,INV250239,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100322,PR25100123,2310010350,,WATCHARAPONG W.,IT,IV68101504,SP2510009,2531APW0UXH9,15-Oct-25,Spare part,Mouse,MOUSE LOGITECH M100R BLACK,1, 158.00 ,
239,INV250239,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100322,PR25100123,2310010350,,WATCHARAPONG W.,IT,IV68101504,SP2510010,2531APL0UX99,15-Oct-25,Spare part,Mouse,MOUSE LOGITECH M100R BLACK,1, 158.00 ,
239,INV250239,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100322,PR25100123,2310010350,,WATCHARAPONG W.,IT,IV68101504,SP2510011,2531APA0UXK9,15-Oct-25,Spare part,Mouse,MOUSE LOGITECH M100R BLACK,1, 158.00 ,IT26011177
239,INV250239,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100322,PR25100123,2310010350,,WATCHARAPONG W.,IT,IV68101504,SP2510012,2531AP80UUW9,15-Oct-25,Spare part,Mouse,MOUSE LOGITECH M100R BLACK,1, 158.00 ,IT26010227
239,INV250239,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100322,PR25100123,2310010350,,WATCHARAPONG W.,IT,IV68101504,SP2510013,2531APU0UVA9,15-Oct-25,Spare part,Mouse,MOUSE LOGITECH M100R BLACK,1, 158.00 ,IT25110958
239,INV250239,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100322,PR25100123,2310010350,,WATCHARAPONG W.,IT,IV68101504,SP2510014,2531AP70UV79,15-Oct-25,Spare part,Mouse,MOUSE LOGITECH M100R BLACK,1, 158.00 ,
239,INV250239,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100322,PR25100123,2310010350,,WATCHARAPONG W.,IT,IV68101504,SP2510015,,15-Oct-25,Spare part,Mouse,MOUSE LOGITECH M100R BLACK,1, 158.00 ,
239,INV250239,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100322,PR25100123,2310010350,,WATCHARAPONG W.,IT,IV68101504,SP2510016,2531APK0UX59,15-Oct-25,Spare part,Mouse,MOUSE LOGITECH M100R BLACK,1, 158.00 ,
239,INV250239,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100322,PR25100123,2310010350,,WATCHARAPONG W.,IT,IV68101504,SP2510017,2531APW0UWV9,15-Oct-25,Spare part,Mouse,MOUSE LOGITECH M100R BLACK,1, 158.00 ,
239,INV250239,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100322,PR25100123,2310010350,,WATCHARAPONG W.,IT,IV68101504,SP2510018,2531APQ0UX29,15-Oct-25,Spare part,Mouse,MOUSE LOGITECH M100R BLACK,1, 158.00 ,
239,INV250239,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100322,PR25100123,2310010350,,WATCHARAPONG W.,IT,IV68101504,SP2510019,2531APN0UX79,15-Oct-25,Spare part,Mouse,MOUSE LOGITECH M100R BLACK,1, 158.00 ,
239,INV250239,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100322,PR25100123,2310010350,,WATCHARAPONG W.,IT,IV68101504,SP2510020,2531AP50UXG9,15-Oct-25,Spare part,Mouse,MOUSE LOGITECH M100R BLACK,1, 158.00 ,
239,INV250239,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100322,PR25100123,2310010350,,WATCHARAPONG W.,IT,IV68101504,SP2510021,2531AP80UX89,15-Oct-25,Spare part,Mouse,MOUSE LOGITECH M100R BLACK,1, 158.00 ,
239,INV250239,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100322,PR25100123,2310010350,,WATCHARAPONG W.,IT,IV68101504,SP2510022,  2531APH0UXB9,15-Oct-25,Spare part,Mouse,MOUSE LOGITECH M100R BLACK,1, 158.00 ,
239,INV250239,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100322,PR25100123,2310010350,,WATCHARAPONG W.,IT,IV68101504,SP2510023,2531AP90UXL9,15-Oct-25,Spare part,Mouse,MOUSE LOGITECH M100R BLACK,1, 158.00 ,
239,INV250239,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100322,PR25100123,2310010350,,WATCHARAPONG W.,IT,IV68101504,SP2510024,2531APF0UXJ9,15-Oct-25,Spare part,Mouse,MOUSE LOGITECH M100R BLACK,1, 158.00 ,
240,INV250240,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100320,PR25100140,2310010403,IT25100403,ANGKANA S.,HRD,IV68101507,HM23303,T8NXCV16H357356,15-Oct-25,Asset,Laptop,Notebook Asus ASU-NX0881-M022S0,1," 13,900.00 ",HCOHRD3226
240,INV250240,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100320,PR25100140,2310010403,IT25100403,ANGKANA S.,HRD,IV68101507,,7101263116,15-Oct-25,Asset,RAM,RAM NB DDR5(5600) 8GB ADATA (AD5S56008G-S),1," 1,300.00 ",
240,INV250240,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100320,PR25100140,2310010403,IT25100403,ANGKANA S.,HRD,IV68101507,SP2510004,,15-Oct-25,Asset,Mouse,USB Wired Mouse,1, -   ,
241,INV250241,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN2,P25100301,PR25100150,2310010404,IT25100422,PREECHA P.,OP1S,IV68101506,HM23307,T8NXCV16H35635G,15-Oct-25,Asset,Laptop,Notebook Asus ASU-NX0881-M022S0,1," 13,900.00 ",HCOOP1S3227
241,INV250241,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN2,P25100301,PR25100150,2310010404,IT25100422,PREECHA P.,OP1S,IV68101506,,7101263099,15-Oct-25,Asset,RAM,RAM NB DDR5(5600) 8GB ADATA (AD5S56008G-S),1," 1,300.00 ",
241,INV250241,15-Oct-25,"Wise solution and consulting co.,ltd.",LPN2,P25100301,PR25100150,2310010404,IT25100422,PREECHA P.,OP1S,IV68101506,,,15-Oct-25,Asset,Mouse,USB Wired Mouse,1, -   ,
242,INV250242,15-Oct-25,"CHIANGMAI DELTA ELECTRIC TRADING CO.,LTD.",LPN1,P25100307,PR25100090,2310010317,IT25090939,NATTAPONG K.,IT,A6810/168,,,15-Oct-25,Spare part,Cable,"NYLON CABLE TIES 3""x1.9mm.black",1000, 190.00 ,
242,INV250242,15-Oct-25,"CHIANGMAI DELTA ELECTRIC TRADING CO.,LTD.",LPN1,P25100307,PR25100090,2310010317,IT25090939,NATTAPONG K.,IT,A6810/168,,,15-Oct-25,Spare part,Marker Strip,"MARKER STRIP MS-65mm.black ""BANDEX""",300, 465.00 ,
243,INV250243,15-Oct-25,"Consulting Community Co., Ltd.",LPN1,P25070144,PR24120244,2310005742,IT24120503,WARUT M.,IT,IB-680000094,,,9-Oct-25,MA Service,SAP,SAP Basis Service for SAP Application and SAP HANA Database 1 Year,2.5," 37,500.00 ",7.5/10 DAY
244,INV250244,21-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100434,PR25100240,2310010487,IT25100525,WORAMON C.,PLN1,IV68102006,HM23319,T8NXCV16H361356,20-Oct-25,Asset,Laptop,Notebook Asus ASU-NX0881-M022S0,1," 13,900.00 ",HCOPLN13229
244,INV250244,21-Oct-25,"Wise solution and consulting co.,ltd.",LPN1,P25100434,PR25100240,2310010487,IT25100525,WORAMON C.,PLN1,IV68102006,,6501256985,20-Oct-25,Asset,RAM,RAM NB DDR5(5600) 8GB ADATA (AD5S56008G-S),1," 1,300.00 ",
